artifact	package	version	declared_license	location	license_notice_files
cargo-conversion	idna_adapter	1.2.2	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	indexmap	2.14.2	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	itoa	1.0.18	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	leb128fmt	0.1.0	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	litemap	0.8.3	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	log	0.4.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	memchr	2.8.3	Unlicense OR MIT	registry+https://github.com/rust-lang/crates.io-index	COPYING,LICENSE-MIT,UNLICENSE
cargo-conversion	miniz_oxide	0.9.1	MIT OR Zlib OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE,LICENSE-APACHE.md,LICENSE-MIT.md,LICENSE-ZLIB.md
cargo-conversion	once_cell	1.21.4	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	percent-encoding	2.3.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	pin-project-lite	0.2.17	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	potential_utf	0.1.6	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	prettyplease	0.2.37	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	proc-macro2	1.0.107	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	quote	1.0.47	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	semver	1.0.28	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	serde	1.0.229	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	serde_core	1.0.229	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	serde_derive	1.0.229	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	serde_json	1.0.151	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	simd-adler32	0.3.10	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE.md
cargo-conversion	slab	0.4.12	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	smallvec	1.16.1	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	spdx	0.10.9	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	stable_deref_trait	1.2.1	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	syn	2.0.119	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	syn	3.0.6	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	synstructure	0.14.0	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	tinystr	0.8.4	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	topological-sort	0.2.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	unicode-ident	1.0.26	(MIT OR Apache-2.0) AND Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT,LICENSE-UNICODE
cargo-conversion	unicode-xid	0.2.6	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	url	2.5.8	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	utf8_iter	1.0.4	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-conversion	wasm-encoder	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wasm-metadata	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wasmparser	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-bindgen	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-bindgen-core	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-bindgen-rt	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-bindgen-rust	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-bindgen-rust-macro	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-component	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	wit-parser	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-conversion	writeable	0.6.4	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	yoke	0.8.3	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	yoke-derive	0.8.3	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zed_extension_api	0.7.0	Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE
cargo-conversion	zerofrom	0.1.8	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zerofrom-derive	0.1.8	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zerotrie	0.2.5	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zerovec	0.11.8	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zerovec-derive	0.11.6	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zlib-rs	0.6.8	Zlib	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-conversion	zmij	1.0.23	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-MIT
cargo-proofreading	adler2	2.0.1	0BSD OR MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-0BSD,LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	anyhow	1.0.104	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	auditable-serde	0.8.0	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	bitflags	2.13.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	cfg-if	1.0.5	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	crc32fast	1.5.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	displaydoc	0.2.7	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	equivalent	1.0.2	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	flate2	1.1.10	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	foldhash	0.1.5	Zlib	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	form_urlencoded	1.2.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-channel	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-core	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-executor	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-io	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-macro	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-sink	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-task	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	futures-util	0.3.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	hashbrown	0.15.5	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	hashbrown	0.17.1	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	heck	0.5.0	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	icu_collections	2.3.0	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	icu_locale_core	2.3.0	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	icu_normalizer	2.3.0	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	icu_normalizer_data	2.3.0	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	icu_properties	2.3.0	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	icu_properties_data	2.3.0	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	icu_provider	2.3.1	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	id-arena	2.3.0	MIT/Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	idna	1.1.0	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	idna_adapter	1.2.2	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	indexmap	2.14.2	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	itoa	1.0.18	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	leb128fmt	0.1.0	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	litemap	0.8.3	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	log	0.4.34	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	memchr	2.8.3	Unlicense OR MIT	registry+https://github.com/rust-lang/crates.io-index	COPYING,LICENSE-MIT,UNLICENSE
cargo-proofreading	miniz_oxide	0.9.1	MIT OR Zlib OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE,LICENSE-APACHE.md,LICENSE-MIT.md,LICENSE-ZLIB.md
cargo-proofreading	once_cell	1.21.4	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	percent-encoding	2.3.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	pin-project-lite	0.2.17	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	potential_utf	0.1.6	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	prettyplease	0.2.37	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	proc-macro2	1.0.107	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	quote	1.0.47	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	semver	1.0.28	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	serde	1.0.229	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	serde_core	1.0.229	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	serde_derive	1.0.229	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	serde_json	1.0.151	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	simd-adler32	0.3.10	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE.md
cargo-proofreading	slab	0.4.12	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	smallvec	1.16.1	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	spdx	0.10.9	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	stable_deref_trait	1.2.1	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	syn	2.0.119	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	syn	3.0.6	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	synstructure	0.14.0	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	tinystr	0.8.4	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	topological-sort	0.2.2	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	unicode-ident	1.0.26	(MIT OR Apache-2.0) AND Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT,LICENSE-UNICODE
cargo-proofreading	unicode-xid	0.2.6	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	url	2.5.8	MIT OR Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	utf8_iter	1.0.4	Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE,LICENSE-MIT
cargo-proofreading	wasm-encoder	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wasm-metadata	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wasmparser	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-bindgen	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-bindgen-core	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-bindgen-rt	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-bindgen-rust	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-bindgen-rust-macro	0.41.0	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-component	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	wit-parser	0.227.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	registry+https://github.com/rust-lang/crates.io-index	
cargo-proofreading	writeable	0.6.4	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	yoke	0.8.3	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	yoke-derive	0.8.3	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zed_extension_api	0.7.0	Apache-2.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE-APACHE
cargo-proofreading	zerofrom	0.1.8	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zerofrom-derive	0.1.8	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zerotrie	0.2.5	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zerovec	0.11.8	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zerovec-derive	0.11.6	Unicode-3.0	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zlib-rs	0.6.8	Zlib	registry+https://github.com/rust-lang/crates.io-index	LICENSE
cargo-proofreading	zmij	1.0.23	MIT	registry+https://github.com/rust-lang/crates.io-index	LICENSE-MIT
